S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60
SourceIdentifier,SourceFileName,GLAccountCode,Division,SubDivision,ProfitCentre1,ProfitCentre2,PlantCode,ReturnPeriod,SupplierGSTIN,State,DocumentType,SupplyType,DocumentNumber,DocumentDate,OriginalDocumentNumber,OriginalDocumentDate,CRDRPreGST,LineNumber,CustomerGSTIN,UINorComposition,OriginalCustomerGSTIN,CustomerName,CustomerCode,BillToState,ShipToState,POS,PortCode,ShippingBillNumber,ShippingBillDate,FOB,ExportDuty,HSNorSAC,ProductCode,ProductDescription,CategoryOfProduct,UnitOfMeasurement,Quantity,TaxableValue,IntegratedTaxRate,IntegratedTaxAmount,CentralTaxRate,CentralTaxAmount,StateUTTaxRate,StateUTTaxAmount,CessRateAdvalorem,CessAmountAdvalorem,CessRateSpecific,CessAmountSpecific,InvoiceValue,ReverseChargeFlag,TCSFlag,eComGSTIN,ITCFlag,ReasonForCreditDebitNote,AccountingVoucherNumber,AccountingVoucherDate,Userdefinedfield1,Userdefinedfield2,Userdefinedfield3
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052467,3/31/2019,,,,2,24ABPFS7193E1ZR,,,SHRIJI SALES,6233864,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,5339.55,12,640.74,0,0,0,0,0,0,0,0,9508.72,N,N,,,,1101052467,2019-07-31,2018868556,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052468,3/31/2019,,,,1,36ALTPR9770N1ZR,,,DEETYA INNOVATIONS,6274553,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,986.16,12,118.34,0,0,0,0,0,0,0,0,1104.5,N,N,,,,1101052468,2019-07-31,2018868743,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052469,3/31/2019,,,,1,06AGAPG2485P1Z5,,,VV DISTRIBUTORS,6233916,06,06,06,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1178.06,12,141.37,0,0,0,0,0,0,0,0,1319.43,N,N,,,,1101052469,2019-07-31,2018869116,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052470,3/31/2019,,,,1,09ABHPA5446J1ZL,,,KIRAN SALES CORPORATION,6233893,09,09,09,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2633.22,12,315.99,0,0,0,0,0,0,0,0,2949.21,N,N,,,,1101052470,2019-07-31,2018867256,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052471,3/31/2019,,,,1,09AACCG3446M1ZB,,,Pavan LENS PRIVATE LIMITED,6233901,09,09,09,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3510.73,12,421.29,0,0,0,0,0,0,0,0,3932.02,N,N,,,,1101052471,2019-07-31,2018868826,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052472,3/31/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6280539,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,8,7440.26,12,892.83,0,0,0,0,0,0,0,0,8333.09,N,N,,,,1101052472,2019-07-31,2018867649,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052473,3/31/2019,,,,1,04AACCG3446M1ZL,,,Pavan LENS PRIVATE LIMITED,6255958,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3928.12,12,471.37,0,0,0,0,0,0,0,0,4399.49,N,N,,,,1101052473,2019-07-31,2018867755,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052474,3/31/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6255893,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3928.12,12,471.37,0,0,0,0,0,0,0,0,4399.49,N,N,,,,1101052474,2019-07-31,2018867673,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052475,3/31/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233888,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3928.12,0,0,6,235.69,6,235.69,0,0,0,0,4399.5,N,N,,,,1101052475,2019-07-31,2018867826,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052476,3/31/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6280539,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3392,12,407.04,0,0,0,0,0,0,0,0,3799.04,N,N,,,,1101052476,2019-07-31,2018867649,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052477,3/31/2019,,,,1,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,5392.26,12,647.07,0,0,0,0,0,0,0,0,6039.33,N,N,,,,1101052477,2019-07-31,2018868104,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052478,3/31/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,12,282.74,0,0,0,0,0,0,0,0,5277.71,N,N,,,,1101052478,2019-07-31,2018868108,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052478,3/31/2019,,,,2,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,12,282.73,0,0,0,0,0,0,0,0,5277.71,N,N,,,,1101052478,2019-07-31,2018868108,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052479,3/31/2019,,,,1,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3455.9,12,414.71,0,0,0,0,0,0,0,0,3870.61,N,N,,,,1101052479,2019-07-31,2018868306,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052480,3/31/2019,,,,1,19AACCG3446M1ZA,,,Pavan LENS PRIVATE LIMITED,6254540,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868483,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052481,3/31/2019,,,,1,09AACCG3446M1ZB,,,Pavan LENS PRIVATE LIMITED,6233901,09,09,09,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868826,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052482,3/31/2019,,,,1,33AACCG3446M1ZK,,,Pavan LENS PRIVATE LIMITED,6233907,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868004,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052483,3/31/2019,,,,1,33AACCG3446M1ZK,,,Pavan LENS PRIVATE LIMITED,6233907,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,9,9225.27,12,1107.03,0,0,0,0,0,0,0,0,10332.3,N,N,,,,1101052483,2019-07-31,2018867979,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052484,3/31/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6233908,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1964.06,12,235.69,0,0,0,0,0,0,0,0,2199.75,N,N,,,,1101052484,2019-07-31,2018836839,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052485,3/31/2019,,,,1,08AGAPG2485P1Z1,,,V V DISTRIBUTORS - Milkyway Galaxy,6266408,08,08,08,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1178.06,12,141.37,0,0,0,0,0,0,0,0,1319.43,N,N,,,,1101052485,2019-07-31,2018849508,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052486,3/31/2019,,,,1,36AACCG3446M1ZE,,,Pavan LENS PRIVATE LIMITED,6233909,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,8,7996.23,12,959.55,0,0,0,0,0,0,0,0,10103.81,N,N,,,,1101052486,2019-07-31,2018867858,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052486,3/31/2019,,,,2,36AACCG3446M1ZE,,,Pavan LENS PRIVATE LIMITED,6233909,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1025.03,12,123,0,0,0,0,0,0,0,0,10103.81,N,N,,,,1101052486,2019-07-31,2018867858,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052487,3/31/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867189,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052488,3/31/2019,,,,1,04AACCG3446M1ZL,,,Pavan LENS PRIVATE LIMITED,6255958,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867755,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052489,3/31/2019,,,,1,36AACCG3446M1ZE,,,Pavan LENS PRIVATE LIMITED,6233909,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867884,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052490,3/31/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233888,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018867826,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052491,3/31/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233883,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4100.12,0,0,6,246.01,6,246.01,0,0,0,0,8991.62,N,N,,,,1101052491,2019-07-31,2018868131,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052491,3/31/2019,,,,2,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233883,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3928.12,0,0,6,235.68,6,235.68,0,0,0,0,8991.62,N,N,,,,1101052491,2019-07-31,2018868131,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052492,3/31/2019,,,,1,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,5890.3,12,706.84,0,0,0,0,0,0,0,0,6597.14,N,N,,,,1101052492,2019-07-31,2018868430,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052493,3/31/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233911,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,19,18242.59,0,0,6,1094.56,6,1094.56,0,0,0,0,20431.71,N,N,,,,1101052493,2019-07-31,2018868245,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052494,3/31/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,13,15314.78,12,1837.81,0,0,0,0,0,0,0,0,26125.43,N,N,,,,1101052494,2019-07-31,2018867160,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052494,3/31/2019,,,,2,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,7,8011.5,12,961.34,0,0,0,0,0,0,0,0,26125.43,N,N,,,,1101052494,2019-07-31,2018867160,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052495,3/31/2019,,,,1,09ABHPA5446J1ZL,,,KIRAN SALES CORPORATION,6233893,09,09,09,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867256,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052496,3/31/2019,,,,1,21AACCG3446M1ZP,,,Pavan LENS PRIVATE LIMITED,6233892,21,21,21,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868428,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052497,3/31/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6298938,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018868205,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052498,3/31/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,14,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018867736,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052499,3/31/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233883,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018868150,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052500,3/31/2019,,,,1,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867041,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052501,3/31/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6255893,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867694,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052502,3/31/2019,,,,1,33AACCG3446M1ZK,,,Pavan LENS PRIVATE LIMITED,6280550,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,12,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868303,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052503,3/31/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,5890.3,12,706.82,0,0,0,0,0,0,0,0,11874.84,N,N,,,,1101052503,2019-07-31,2018867320,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052503,3/31/2019,,,,2,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4712.24,12,565.48,0,0,0,0,0,0,0,0,11874.84,N,N,,,,1101052503,2019-07-31,2018867320,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052504,3/31/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,13,36088.78,0,0,6,2165.33,6,2165.33,0,0,0,0,40419.44,N,N,,,,1101052504,2019-07-31,2018867736,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052505,3/31/2019,,,,1,33ABZPH7788J1ZO,,,CLEAR VISION MARKETING,6254199,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,19,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868073,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052506,3/31/2019,,,,1,36ALTPR9770N1ZR,,,DEETYA INNOVATIONS,6274553,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,14,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868743,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052507,3/31/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,31,30660.52,12,3679.24,0,0,0,0,0,0,0,0,45569.84,N,N,,,,1101052507,2019-07-31,2018868287,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052507,3/31/2019,,,,2,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,9,10026.84,12,1203.24,0,0,0,0,0,0,0,0,45569.84,N,N,,,,1101052507,2019-07-31,2018868287,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052508,3/31/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,3600.44,0,0,6,216.03,6,216.03,0,0,0,0,37018.18,N,N,,,,1101052508,2019-07-31,2018867736,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052508,3/31/2019,,,,2,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,12,14136.72,0,0,6,848.21,6,848.21,0,0,0,0,37018.18,N,N,,,,1101052508,2019-07-31,2018867736,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052508,3/31/2019,,,,3,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,13,15314.78,0,0,6,918.88,6,918.88,0,0,0,0,37018.18,N,N,,,,1101052508,2019-07-31,2018867736,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052509,3/31/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,122,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018865730,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052510,3/31/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,18,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868549,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052511,3/31/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233911,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018868261,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052512,3/31/2019,,,,1,19AACCG3446M1ZA,,,Pavan LENS PRIVATE LIMITED,6254540,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,3512.14,12,421.46,0,0,0,0,0,0,0,0,3933.6,N,N,,,,1101052512,2019-07-31,2018868994,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052513,3/31/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1178.06,12,141.37,0,0,0,0,0,0,0,0,1319.43,N,N,,,,1101052513,2019-07-31,2018869020,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052514,3/31/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,6492.66,0,0,6,389.56,6,389.56,0,0,0,0,7271.78,N,N,,,,1101052514,2019-07-31,2018869377,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052515,3/31/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,16,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018855091,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052516,3/31/2019,,,,1,19AACCG3446M1ZA,,,Pavan LENS PRIVATE LIMITED,6254540,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868994,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052517,3/31/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,10,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868951,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052518,3/31/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,42,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867439,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052519,3/31/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2633.22,12,315.98,0,0,0,0,0,0,0,0,6907.49,N,N,,,,1101052519,2019-07-31,2018869124,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101052519,3/31/2019,,,,2,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,3534.18,12,424.11,0,0,0,0,0,0,0,0,6907.49,N,N,,,,1101052519,2019-07-31,2018869124,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052520,3/31/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,24,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018867320,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101052521,3/31/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,51,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018868436,,
